TITLE	n-GaN
DATA TYPE	ULTRAVIOLET SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	19/11/21
TIME	17:01:56
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	TRANSMITTANCE
FIRSTX	 2500.0000
LASTX	  300.0000
NPOINTS	    2201
FIRSTY	    83.45750
MAXY	    86.04787
MINY	     0.00617
XYDATA
1758.0000	77.5415
1757.0000	77.2161
1756.0000	76.8542
1755.0000	76.5212
1754.0000	76.1743
1753.0000	75.8778
1752.0000	75.56
1751.0000	75.3048
1750.0000	74.9857
1749.0000	74.7206
1748.0000	74.4218
1747.0000	74.1559
1746.0000	73.9004
1745.0000	73.6746
1744.0000	73.4372
1743.0000	73.2462
1742.0000	73.0155
1741.0000	72.8277
1740.0000	72.6465
1739.0000	72.5192
1738.0000	72.3543
1737.0000	72.243
1736.0000	72.1756
1735.0000	72.0955
1734.0000	72.0186
1733.0000	71.9776
1732.0000	71.8831
1731.0000	71.9102
1730.0000	71.8727
1729.0000	71.8969
1728.0000	71.8992
1727.0000	71.9542
1726.0000	72.0199
1725.0000	72.1198
1724.0000	72.2051
1723.0000	72.3384
1722.0000	72.4682
1721.0000	72.6426
1720.0000	72.798
1719.0000	72.9564
1718.0000	73.1331
1717.0000	73.3836
1716.0000	73.6254
1715.0000	73.8719
1714.0000	74.1379
1713.0000	74.4095
1712.0000	74.7206
1711.0000	74.9874
1710.0000	75.3135
1709.0000	75.603
1708.0000	75.9379
1707.0000	76.2952
1706.0000	76.6328
1705.0000	76.9881
1704.0000	77.3252
1703.0000	77.7086
1702.0000	78.1197
1701.0000	78.4577
1700.0000	78.8619
1699.0000	79.2287
1698.0000	79.6414
1697.0000	80.083
1696.0000	80.5158
1695.0000	80.8641
1694.0000	81.2726
1693.0000	81.7056
1692.0000	82.0321
1691.0000	82.4143
1690.0000	82.7326
1689.0000	83.0718
1688.0000	83.389
1687.0000	83.6789
1686.0000	83.9766
1685.0000	84.2152
1684.0000	84.5203
1683.0000	84.7506
1682.0000	84.9725
1681.0000	85.1613
1680.0000	85.3751
1679.0000	85.5283
1678.0000	85.6182
1677.0000	85.6954
1676.0000	85.8084
1675.0000	85.8542
1674.0000	85.8804
1673.0000	85.8653
1672.0000	85.8561
1671.0000	85.7912
1670.0000	85.7185
1669.0000	85.5969
1668.0000	85.4417
1667.0000	85.2963
1666.0000	85.0981
1665.0000	84.8766
1664.0000	84.6548
1663.0000	84.4207
1662.0000	84.1605
1661.0000	83.8349
1660.0000	83.5186
1659.0000	83.2126
1658.0000	82.817
1657.0000	82.4609
1656.0000	82.105
1655.0000	81.7352
1654.0000	81.3585
1653.0000	80.9655
1652.0000	80.6135
1651.0000	80.1956
1650.0000	79.7382
1649.0000	79.3303
1648.0000	78.9461
1647.0000	78.5305
1646.0000	78.1426
1645.0000	77.7248
1644.0000	77.347
1643.0000	76.9959
1642.0000	76.6609
1641.0000	76.2319
1640.0000	75.8771
1639.0000	75.5141
1638.0000	75.1773
1637.0000	74.8446
1636.0000	74.5496
1635.0000	74.2995
1634.0000	74.0129
1633.0000	73.7969
1632.0000	73.5846
1631.0000	73.3848
1630.0000	73.1692
1629.0000	72.9998
1628.0000	72.8283
1627.0000	72.7437
1626.0000	72.6269
1625.0000	72.5502
1624.0000	72.4401
1623.0000	72.389
1622.0000	72.3476
1621.0000	72.319
1620.0000	72.3075
1619.0000	72.3607
1618.0000	72.4262
1617.0000	72.5555
1616.0000	72.5983
1615.0000	72.7062
1614.0000	72.9125
1613.0000	73.0678
1612.0000	73.2233
1611.0000	73.4678
1610.0000	73.6828
1609.0000	74.0195
1608.0000	74.2652
1607.0000	74.5852
1606.0000	74.9059
1605.0000	75.2363
1604.0000	75.579
1603.0000	75.9519
1602.0000	76.3567
1601.0000	76.858
1600.0000	77.4739
1599.0000	78.2741
1598.0000	78.9898
1597.0000	79.5929
1596.0000	80.0892
1595.0000	80.4365
1594.0000	80.6541
1593.0000	80.7905
1592.0000	80.8691
1591.0000	80.9925
1590.0000	81.2802
1589.0000	81.6556
1588.0000	82.0537
1587.0000	82.4755
1586.0000	82.8406
1585.0000	83.2011
1584.0000	83.5461
1583.0000	83.8693
1582.0000	84.1835
1581.0000	84.4208
1580.0000	84.6606
1579.0000	84.8603
1578.0000	85.0491
1577.0000	85.2171
1576.0000	85.3588
1575.0000	85.4229
1574.0000	85.4993
1573.0000	85.5363
1572.0000	85.5722
1571.0000	85.5555
1570.0000	85.4779
1569.0000	85.4084
1568.0000	85.2763
1567.0000	85.1362
1566.0000	84.9282
1565.0000	84.6833
1564.0000	84.3931
1563.0000	84.0867
1562.0000	83.7397
1561.0000	83.3986
1560.0000	83.0698
1559.0000	82.7008
1558.0000	82.3542
1557.0000	81.9305
1556.0000	81.5009
1555.0000	81.0989
1554.0000	80.6423
1553.0000	80.1497
1552.0000	79.6783
1551.0000	79.2321
1550.0000	78.7939
1549.0000	78.3571
1548.0000	77.9254
1547.0000	77.5131
1546.0000	77.0876
1545.0000	76.6876
1544.0000	76.2788
1543.0000	75.8828
1542.0000	75.5158
1541.0000	75.1177
1540.0000	74.7436
1539.0000	74.4518
1538.0000	74.1484
1537.0000	73.8252
1536.0000	73.5565
1535.0000	73.2864
1534.0000	73.061
1533.0000	72.8695
1532.0000	72.7016
1531.0000	72.5434
1530.0000	72.4301
1529.0000	72.3386
1528.0000	72.3019
1527.0000	72.2929
1526.0000	72.2685
1525.0000	72.2717
1524.0000	72.3452
1523.0000	72.413
1522.0000	72.4959
1521.0000	72.6195
1520.0000	72.7665
1519.0000	72.9649
1518.0000	73.1497
1517.0000	73.3774
1516.0000	73.649
1515.0000	73.9521
1514.0000	74.2482
1513.0000	74.6123
1512.0000	74.9947
1511.0000	75.3616
1510.0000	75.7679
1509.0000	76.1804
1508.0000	76.61
1507.0000	77.0326
1506.0000	77.4532
1505.0000	77.8767
1504.0000	78.3749
1503.0000	78.8614
1502.0000	79.3291
1501.0000	79.8443
1500.0000	80.336
1499.0000	80.8201
1498.0000	81.2998
1497.0000	81.7363
1496.0000	82.1637
1495.0000	82.6088
1494.0000	83.0243
1493.0000	83.3967
1492.0000	83.7777
1491.0000	84.1448
1490.0000	84.4576
1489.0000	84.7371
1488.0000	85.0146
1487.0000	85.2572
1486.0000	85.4366
1485.0000	85.5835
1484.0000	85.6861
1483.0000	85.7515
1482.0000	85.7652
1481.0000	85.7508
1480.0000	85.6822
1479.0000	85.5803
1478.0000	85.4025
1477.0000	85.2166
1476.0000	84.9609
1475.0000	84.6716
1474.0000	84.3576
1473.0000	84.0078
1472.0000	83.6241
1471.0000	83.2546
1470.0000	82.8348
1469.0000	82.3552
1468.0000	81.8818
1467.0000	81.3933
1466.0000	80.8827
1465.0000	80.3706
1464.0000	79.8761
1463.0000	79.3277
1462.0000	78.8163
1461.0000	78.2807
1460.0000	77.7789
1459.0000	77.2603
1458.0000	76.7558
1457.0000	76.2903
1456.0000	75.8661
1455.0000	75.3855
1454.0000	74.9687
1453.0000	74.5665
1452.0000	74.1959
1451.0000	73.8322
1450.0000	73.5461
1449.0000	73.2846
1448.0000	73.0528
1447.0000	72.8466
1446.0000	72.657
1445.0000	72.458
1444.0000	72.2921
1443.0000	72.1807
1442.0000	72.0883
1441.0000	72.0282
1440.0000	72.0174
1439.0000	72.0587
1438.0000	72.1099
1437.0000	72.2216
1436.0000	72.329
1435.0000	72.5269
1434.0000	72.7157
1433.0000	72.9451
1432.0000	73.2383
1431.0000	73.5429
1430.0000	73.9342
1429.0000	74.3335
1428.0000	74.7825
1427.0000	75.2219
1426.0000	75.6607
1425.0000	76.1497
1424.0000	76.6525
1423.0000	77.1222
1422.0000	77.6671
1421.0000	78.1701
1420.0000	78.7212
1419.0000	79.243
1418.0000	79.7633
1417.0000	80.329
1416.0000	80.8746
1415.0000	81.4179
1414.0000	81.9541
1413.0000	82.4784
1412.0000	82.9734
1411.0000	83.4091
1410.0000	83.7589
1409.0000	84.1146
1408.0000	84.4404
1407.0000	84.7144
1406.0000	84.9234
1405.0000	85.1844
1404.0000	85.3913
1403.0000	85.5578
1402.0000	85.6388
1401.0000	85.6075
1400.0000	85.5319
1399.0000	85.3429
1398.0000	85.0738
1397.0000	84.7346
1396.0000	84.3884
1395.0000	84.0011
1394.0000	83.657
1393.0000	83.3122
1392.0000	82.9734
1391.0000	82.6035
1390.0000	82.178
1389.0000	81.7038
1388.0000	81.1602
1387.0000	80.5869
1386.0000	79.9791
1385.0000	79.3872
1384.0000	78.7772
1383.0000	78.1707
1382.0000	77.5757
1381.0000	77.032
1380.0000	76.4711
1379.0000	75.9767
1378.0000	75.457
1377.0000	74.9611
1376.0000	74.5154
1375.0000	74.0305
1374.0000	73.5812
1373.0000	73.1629
1372.0000	72.7965
1371.0000	72.5575
1370.0000	72.4026
1369.0000	72.3309
1368.0000	72.2735
1367.0000	72.2787
1366.0000	72.3268
1365.0000	72.3951
1364.0000	72.5152
1363.0000	72.6459
1362.0000	72.8465
1361.0000	73.1178
1360.0000	73.377
1359.0000	73.6444
1358.0000	73.8906
1357.0000	74.1255
1356.0000	74.3783
1355.0000	74.6737
1354.0000	74.9896
1353.0000	75.3637
1352.0000	75.7909
1351.0000	76.3084
1350.0000	76.8689
1349.0000	77.4354
1348.0000	78.0247
1347.0000	78.6165
1346.0000	79.227
1345.0000	79.8087
1344.0000	80.3613
1343.0000	80.9421
1342.0000	81.5184
1341.0000	82.0874
1340.0000	82.5921
